"UACE10","GEOID10","NAME10","state","ALAND10","report_year.x","report_year.y","agency_voms","mode_voms","service_area_sq_miles","service_area_population","report_year","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"47995","47995","Las Vegas--Henderson, NV","NV",1079989991,2023,2023,611,331,396,2265461,2023,9,0,22.2222222222222,2,2,0,0,0,2,58366356,270395224,234.8159,0,0,36.4038,198958186
"48016","48016","Laughlin, NV","NV",3673860,2023,2023,6,6,0,0,2023,1,0,0,3,3,0,0,4,0,76533,1861606,345.0864,0,0,15.4117,0
"48043","48043","Laurel, MS","MS",50402331,2023,2023,19,19,0,0,2023,0,0,0,0,1,0,0,1,0,148699,1038459,27.008,0,0,1.7818,0
"48070","48070","Laurel, MT","MT",16960925,2023,2023,1,1,0,0,2023,0,0,0,0,1,0,0,1,0,6853,37723,22.2555,0,0,1.3357,0
"48178","48178","Laurinburg, NC","NC",48583794,2023,2023,6,4,0,0,2023,1,0,0,2,2,0,0,2,0,0,488059,82.0111,0,0,3.9421,0
"48232","48232","Lawrence, KS","KS",78845224,2023,2023,38,19,475,118923,2023,1,0,0,2,2,0,0,1,3,31529,12475466,348.5799,0,0,59.2468,4400420
"48394","48394","Lawton, OK","OK",114143092,2023,2023,21,13,42,91247,2023,0,0,0,1,1,0,0,2,0,158907,2144645,82.2472,0,0,8.998,0
"48448","48448","Leadville, CO","CO",8673968,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48475","48475","Leavenworth, KS","KS",53305799,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,5258,47906,43.9505,0,0,2.4266,0
"48502","48502","Lebanon, IN","IN",16887758,2023,2023,12,12,0,0,2023,1,0,0,0,1,0,0,1,0,83579,837840,47.1226,0,0,1.2051,0
"48529","48529","Lebanon, KY","KY",8139944,2023,2023,93,93,0,0,2023,1,0,0,0,1,0,0,1,0,272512,3791035,51.2447,0,0,0.9552,0
"48637","48637","Lebanon, OR","OR",26270200,2023,2023,8,6,0,0,2023,0,0,0,2,1,0,0,3,0,1047,951088,246.296,0,0,10.4441,0
"48664","48664","Lebanon, PA","PA",116697514,2023,2023,23,12,362,146164,2023,6,0,66.6666666666667,2,2,0,0,2,0,1026273,4599131,218.0957,0,0,10.5057,1506617
"48728","48728","Lebanon--Hanover, NH--VT","NH",54383232,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48799","48799","Leesburg--Eustis--Tavares, FL","FL",245028703,2023,2023,39,27,71,97497,2023,1,0,0,2,2,0,0,0,2,204176,8873334,206.101,0,0,7.2901,2164266
"48853","48853","Leesville, LA","LA",16158353,2023,2023,7,7,0,0,2023,0,0,0,0,1,0,0,1,0,136860,499990,41.0973,0,0,1.1637,0
"49096","49096","Leominster--Fitchburg, MA","MA",168246192,2023,2023,488,371,624,228778,2023,21,38.0952380952381,47.6190476190476,2,3,0,0,0,2,2787486,27314486,354.7598,0,0,12.4379,7073693
"49204","49204","Levelland, TX","TX",16630437,2023,2023,43,41,0,0,2023,3,0,100,2,2,0,0,2,0,478038,4349291,152.0393,0,0,12.3949,0
"49312","49312","Lewiston, ID--WA","ID",73182312,2023,2023,4,2,17,54798,2023,0,0,0,2,3,0,0,5,0,142528,2785327,480.1628,0,0,20.9725,0
"49312","49312","Lewiston, ID--WA","WA",73182312,2023,2023,13,8,20,22397,0,0,0,0,2,3,0,0,5,0,142528,2785327,480.1628,0,0,20.9725,0
"49339","49339","Lewiston, ME","ME",91680723,2023,2023,43,22,4315,228910,2023,2,0,0,3,2,0,0,3,2,365088,5651669,447.2304,0,0,28.8351,787362
"49366","49366","Lewistown, MT","MT",5702543,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,31619,344609,52.3404,0,0,3.2945,0
"49393","49393","Lewistown, PA","PA",37528738,2023,2023,11,11,0,0,2023,0,0,0,0,1,0,0,1,0,814824,1141626,88.6356,0,0,2.7671,0
"49582","49582","Lexington-Fayette, KY","KY",226841729,2023,2023,103,52,284,295803,2023,6,0,16.6666666666667,1,2,0,0,1,2,4036248,31679469,255.1098,0,0,29.9923,17873805
"49594","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","MD",129543299,2023,2023,21,13,345,93445,2023,2,0,100,3,3,0,0,4,0,249508,4924669,294.1979,0,0,13.8093,0
"49609","49609","Libby, MT","MT",7444836,2023,2023,8,8,0,0,2023,1,0,0,0,1,0,0,1,0,34589,271794,49.4261,0,0,1.1482,0
"49636","49636","Liberal, KS","KS",23922022,2023,2023,5,3,0,0,2023,0,0,0,1,1,0,0,2,0,13472,571155,113.1572,0,0,4.5597,0
"49771","49771","Lihue, HI","HI",19207864,2023,2023,25,13,0,0,2023,4,0,0,2,2,0,0,2,0,1014189,12305227,293.7061,0,0,8.4867,0
"49852","49852","Lima, OH","OH",135596853,2023,2023,18,10,407,101670,2023,3,0,33.3333333333333,2,2,0,0,2,0,423733,4346996,203.8956,0,0,9.5397,0
"49906","49906","Lincoln, IL","IL",24235845,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,135,216577,77.2386,0,0,3.3762,0
"49933","49933","Lincoln, NE","NE",229143425,2023,2023,73,54,99,291082,2023,1,100,100,2,3,0,0,3,0,3079094,16983144,286.518,0,0,22.951,6289451
"49987","49987","Lincolnton, NC","NC",76468057,2023,2023,16,16,0,0,2023,0,0,0,0,1,0,0,1,0,0,1505278,51.1477,0,0,1.377,0
"50068","50068","Lindsay, OK","OK",4743486,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,41130,351903,28.8966,0,0,2.9704,0
"50176","50176","Lisbon, OH","OH",7587519,2023,2023,31,30,0,0,2023,1,0,100,2,2,0,0,2,0,81826,2475610,112.6163,0,0,3.6338,0
"50392","50392","Little Rock, AR","AR",667735337,2023,2023,205,205,111,204618,2023,5,0,0,1,4,1,0,4,2,6013078,44226265,546.3236,30525,7007,34.4073,7483061
"50500","50500","Live Oak, FL","FL",14498690,2023,2023,26,26,216,143696,2023,1,0,100,2,3,0,0,3,0,776241,4123791,180.5396,0,0,3.7314,0
"50527","50527","Livermore, CA","CA",62962379,0,0,0,0,0,0,2023,7,28.5714285714286,71.4285714285714,1,1,0,0,0,0,0,0,0,0,0,0,0
"50608","50608","Livingston, MT","MT",10626795,2023,2023,2,2,0,0,2023,1,0,0,1,0,0,0,1,0,0,170190,46.9749,0,0,1.2346,0
"50797","50797","Lockport, NY","NY",49929657,2023,2023,4,4,0,0,2023,0,0,0,1,0,0,0,0,1,17586,577819,78.4547,0,0,1.147,0
"50851","50851","Lodi, CA","CA",41254323,2023,2023,13,8,16,67258,2023,2,0,50,2,2,0,0,0,2,98363,4505461,370.6628,0,0,10.3361,0
"50959","50959","Logan, UT","UT",113634481,2023,2023,33,22,33,117065,2023,5,0,60,2,2,0,0,2,0,0,9138854,198.9074,0,0,21.2518,4031851
"51013","51013","Logansport, IN","IN",32194417,2023,2023,20,18,0,0,2023,1,100,100,2,2,0,0,2,0,101627,1719423,113.7754,0,0,7.2934,0
"51040","51040","Lompoc, CA","CA",27701717,2023,2023,10,8,40,54379,2023,1,0,100,1,1,0,0,0,2,97400,2666173,234.6984,0,0,4.6969,0
"51256","51256","Longview, TX","TX",215110227,2023,2023,8,6,44,80445,2023,2,50,50,2,2,0,0,2,0,137029,1915327,144.2175,0,0,8.77,0
"51283","51283","Longview, WA--OR","WA",85262630,2023,2023,21,10,31,61598,2023,7,14.2857142857143,71.4285714285714,4,3,0,0,4,1,159444,6372098,812.9451,0,0,15.8878,1040117
"51337","51337","Loogootee, IN","IN",4726857,2023,2023,48,45,0,0,2023,2,0,50,2,2,0,0,2,0,219263,2979489,80.9508,0,0,3.2218,0
"51364","51364","Lorain--Elyria, OH","OH",259462469,2023,2023,9,6,49,127025,2023,0,0,0,1,1,0,0,0,2,85056,2851240,191.3343,0,0,4.6768,0
"51418","51418","Los Alamos, NM","NM",20932432,2023,2023,17,14,0,0,2023,0,0,0,1,1,0,0,2,0,0,4641479,339.8731,0,0,12.7597,0
"51445","51445","Los Angeles--Long Beach--Anaheim, CA","CA",4506584698,2023,2023,2651,1453,4629,11638106,2023,832,100,100,63,75,5,0,30,82,244232089,3657172817,19206.2256,10168209,457360,1041.1124,1750144941
"51607","51607","Louisburg, KS","KS",5468060,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,18162,78603,61.265,0,0,4.0413,0
"51755","51755","Louisville/Jefferson County, KY--IN","KY",1235761051,2023,2023,281,159,773,744816,2023,42,33.3333333333333,52.3809523809524,3,4,0,0,2,2,7612243,97499184,386.6958,0,0,16.5602,22882994
"51850","51850","Lowville, NY","NY",4591609,2023,2023,11,9,0,0,2023,0,0,0,1,1,0,0,0,2,48207,1161858,141.7985,0,0,5.1085,0
"51877","51877","Lubbock, TX","TX",249856761,2023,2023,84,60,144,266450,2023,2,0,100,2,2,0,0,2,0,5168576,14376164,174.9235,0,0,21.501,5281298
"51958","51958","Ludington, MI","MI",21839627,2023,2023,18,18,0,0,2023,1,0,0,0,1,0,0,1,0,176845,2152701,65.2868,0,0,4.3407,0
"52066","52066","Lumberton, NC","NC",69019355,2023,2023,11,11,0,0,2023,0,0,0,0,1,0,0,1,0,8990,1480202,86.1785,0,0,2.3779,0
"52201","52201","Lynchburg, VA","VA",229883948,2023,2023,20,15,72,80846,2023,2,0,0,2,2,0,0,2,0,558983,8690008,207.4397,0,0,8.8443,2306018
"52309","52309","Lyons, KS","KS",4506203,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,1,0,54121,290364,49.3397,0,0,1.478,0
"52390","52390","McAllen, TX","TX",928053784,2023,2023,33,29,4645,1162453,2023,4,0,25,5,2,0,0,6,1,988399,16841724,689.0545,0,0,48.7305,16289835
"52417","52417","Macclenny, FL","FL",24956617,2023,2023,24,22,0,0,2023,0,0,0,1,1,0,0,2,0,131935,1391073,92.622,0,0,1.236,0
"52795","52795","Macomb, IL","IL",22559784,2023,2023,38,10,0,0,2023,3,0,0,3,3,0,0,2,2,258008,2575758,312.8782,0,0,37.3498,0
"52822","52822","Macon, GA","GA",253960984,2023,2023,29,18,70,153691,2023,2,50,50,1,1,0,0,2,0,597792,8001123,129.4693,0,0,8.6636,0
"52984","52984","Madera, CA","CA",58007520,2023,2023,17,11,181,144484,2023,9,88.8888888888889,88.8888888888889,3,3,0,0,0,4,53197,5011765,647.2773,0,0,10.7093,0
"53200","53200","Madison, WI","WI",391134872,2023,2023,177,150,130,363017,2023,2,0,50,2,4,0,0,2,1,10546748,63029475,356.3595,0,0,31.0448,33357045
"53524","53524","Malone, NY","NY",14704947,2023,2023,15,7,0,0,2023,0,0,0,2,1,0,0,0,3,186202,1288788,363.1265,0,0,18.9165,0
"53740","53740","Manchester, NH","NH",223410431,2023,2023,21,14,235,248263,2023,1,100,100,2,2,0,0,2,0,404885,5447096,149.0847,0,0,6.5016,0
"53848","53848","Manhattan, KS","KS",53449540,2023,2023,24,19,1887,134198,2023,1,0,0,2,2,0,0,2,0,340596,3180816,143.4338,0,0,6.8161,0
"53902","53902","Manistee, MI","MI",19603888,2023,2023,23,23,0,0,2023,2,50,50,0,1,0,0,1,0,134044,3215078,81.9776,0,0,3.5792,0
"53956","53956","Manitowoc, WI","WI",64333013,2023,2023,7,6,0,0,2023,1,0,0,1,1,0,0,1,1,195829,2300742,153.651,0,0,13.4963,0
"53983","53983","Mankato, MN","MN",68207960,2023,2023,18,12,26,60206,2023,1,0,0,2,3,0,0,3,0,825084,5772919,337.0415,0,0,17.2343,0
"54091","54091","Mansfield, OH","OH",130237966,2023,2023,12,7,72,73140,2023,2,0,100,2,3,0,0,1,2,184786,2425812,244.8531,0,0,11.5462,0
"54145","54145","Manteca, CA","CA",56381470,2023,2023,6,4,20,81345,2023,1,0,0,2,2,0,0,0,2,47803,2608612,318.3528,0,0,5.9509,0
"54199","54199","Manteo, NC","NC",11754259,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,1,0,34614,590082,46.0354,0,0,0.8452,0
"54477","54477","Maricopa, AZ","AZ",35395494,2023,2023,6,3,43,58125,2023,0,0,0,1,1,0,0,2,0,3847,296062,269.5819,0,0,9.0013,0
"54486","54486","Marietta, OH--WV","OH",46569082,2023,2023,10,5,53,25000,2023,0,0,0,1,1,0,0,0,2,13007,831529,128.9099,0,0,2.2901,0
"54496","54496","Marinette--Menominee, WI--MI","WI",24463287,2023,2023,4,4,0,0,2023,0,0,0,0,1,0,0,0,0,126633,476675,39.7328,0,0,2.7288,0
"54577","54577","Marion, IN","IN",58679641,2023,2023,7,5,0,0,2023,2,0,50,2,2,0,0,2,0,0,1461522,182.302,0,0,12.8228,0
"54631","54631","Marion, NC","NC",40800048,2023,2023,7,7,0,0,2023,0,0,0,0,1,0,0,1,0,0,654213,43.4953,0,0,1.9499,0
"54658","54658","Marion, OH","OH",71878075,2023,2023,10,10,0,0,2023,1,0,0,0,1,0,0,1,0,65757,964653,63.5142,0,0,6.0487,0
"54712","54712","Marion, VA","VA",15408304,0,0,0,0,0,0,2023,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"54793","54793","Marksville, LA","LA",16338498,2023,2023,6,6,0,0,2023,0,0,0,0,1,0,0,1,0,57114,386558,47.682,0,0,1.207,0
"54874","54874","Marquette, MI","MI",40576483,2023,2023,30,18,0,0,2023,3,0,0,1,1,0,0,2,0,117896,3844825,189.3237,0,0,10.0454,0
"54955","54955","Marshall, MI","MI",11827697,2023,2023,5,5,640,418408,2023,2,50,50,0,1,0,0,1,0,29965,365143,58.2551,0,0,2.5085,0
"54982","54982","Marshall, MN","MN",17757687,2023,2023,42,39,0,0,2023,4,0,0,2,2,0,0,2,0,587750,4118669,156.278,0,0,6.1385,0
"55090","55090","Marshalltown, IA","IA",29701693,2023,2023,15,15,0,0,2023,0,0,0,1,1,0,0,2,0,705395,2004309,150.8146,0,0,13.2365,0
"55144","55144","Marshfield, WI","WI",30855258,2023,2023,11,11,0,0,2023,0,0,0,0,1,0,0,0,1,491877,1039737,33.9628,0,0,3.3226,0
"55171","55171","Martin, TN","TN",23081247,2023,2023,38,38,0,0,2023,1,0,0,0,1,0,0,1,0,112377,5863010,79.1123,0,0,1.5273,0
"55414","55414","Mason City, IA","IA",41147984,2023,2023,50,50,0,0,2023,1,0,0,1,1,0,0,2,0,1234532,4318415,89.7282,0,0,10.1109,0
"55684","55684","Mauston, WI","WI",6590076,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,0,1,86990,266821,28.9362,0,0,2.7301,0
"55738","55738","Mayagüez, PR","PR",139551553,2023,2023,20,10,52,71264,0,0,0,0,3,2,0,0,4,1,0,2552878,202.3436,0,0,8.4726,0
"55819","55819","Maysville, KY--OH","KY",19515690,2023,2023,6,6,0,0,2023,0,0,0,1,0,0,0,1,0,1867,380299,102.0663,0,0,5.8328,0
"55900","55900","Meadville, PA","PA",46506701,2023,2023,42,31,33,61634,2023,3,0,0,2,2,0,0,2,0,1287903,5534161,204.0472,0,0,9.2058,0
"55981","55981","Medford, OR","OR",167827003,2023,2023,50,31,78,180555,2023,10,0,40,1,1,0,0,1,1,988265,17345999,267.7842,0,0,11.1247,4236166
"56008","56008","Medford, WI","WI",6647957,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,0,1,26117,194112,36.161,0,0,1.2746,0
"56116","56116","Memphis, TN--MS--AR","TN",1287908769,2023,2023,131,73,254,627200,2023,21,14.2857142857143,95.2380952380952,4,3,3,0,3,0,1914616,53076811,506.2892,81290,17270,32.3427,14475117
"56224","56224","Menomonie, WI","WI",30159246,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56251","56251","Merced, CA","CA",122953531,2023,2023,45,28,310,136957,2023,6,0,16.6666666666667,3,2,0,0,0,3,1591970,19521681,430.0752,0,0,10.5581,3771453
"56359","56359","Merrill, WI","WI",18367307,2023,2023,4,4,0,0,2023,1,0,100,1,0,0,0,1,0,84411,499271,69.7598,0,0,7.1573,0
"56602","56602","Miami, FL","FL",3177366882,2023,2023,1297,571,1970,2701767,2023,272,80,100,26,6,3,1,12,22,130479756,1159140082,4358.6528,3930886,212420,437.1233,690993417
"56629","56629","Miami, OK","OK",20828330,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56656","56656","Michigan City--La Porte, IN--MI","IN",100941885,2023,2023,6,5,20,32075,2023,1,100,100,2,2,0,0,4,0,169561,2367259,278.0077,0,0,15.2612,0
"56737","56737","Middlebury, VT","VT",8895954,2023,2023,81,59,0,0,2023,4,0,50,3,2,0,0,3,0,1460177,6531046,274.6351,0,0,7.8519,0
"56899","56899","Middletown, NY","NY",81133992,2023,2023,6,6,101,32027,2023,1,0,0,1,2,0,0,3,0,58793,1746846,330.7018,0,0,8.8469,0
"56926","56926","Middletown, OH","OH",144354903,2023,2023,5,4,20,51673,2023,2,0,50,2,2,0,0,2,0,2,1204954,179.5842,0,0,18.8281,0
"56980","56980","Midland, MI","MI",116232168,2023,2023,23,23,516,83494,2023,0,0,0,0,2,0,0,2,0,291380,5342849,164.7981,0,0,5.4184,0
"57088","57088","Milan, MI","MI",8363504,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57169","57169","Miles City, MT","MT",18204286,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,16963,551899,72.0401,0,0,2.1492,0
"57223","57223","Milledgeville, GA","GA",88111940,2023,2023,3,3,0,0,2023,0,0,0,0,1,0,0,1,0,20058,212826,49.3452,0,0,2.1236,0
"57466","57466","Milwaukee, WI","WI",1413123217,2023,2023,370,290,436,913115,2023,21,21.4285714285714,100,7,6,1,0,2,10,29574745,181143604,1952.9351,94918,17058,96.017,80518218
"57493","57493","Minden, LA","LA",25508952,2023,2023,5,5,0,0,2023,1,0,0,0,1,0,0,1,0,51439,449690,80.0445,0,0,1.5609,0
"57628","57628","Minneapolis--St. Paul, MN--WI","MN",2644816009,2023,2023,710,590,2975,2849712,2023,146,8.21917808219178,24.6575342465753,7,6,3,0,2,12,57453296,641730445,4853.9575,1383128,108373,200.0071,236323076
"57655","57655","Minot, ND","ND",58106843,2023,2023,24,24,27,50949,2023,1,0,0,1,1,0,0,2,0,269376,3769446,201.2725,0,0,9.8267,0
"57682","57682","Minot AFB, ND","ND",10768934,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57709","57709","Mission Viejo--Lake Forest--San Clemente, CA","CA",390158657,2023,2023,24,18,9,23190,0,0,0,0,1,1,0,0,0,2,0,4658162,189.3213,0,0,24.0778,0
"57736","57736","Missoula, MT","MT",117044408,2023,2023,35,22,70,76955,2023,2,0,50,3,3,0,0,4,0,9013,12963332,396.4765,0,0,42.0523,5705951
"57817","57817","Mitchell, SD","SD",17707640,2023,2023,12,12,0,0,2023,1,0,0,0,1,0,0,1,0,169159,1129477,61.6796,0,0,4.4867,0
"57925","57925","Mobile, AL","AL",576693972,2023,2023,40,20,141,219500,2023,2,50,50,2,2,0,0,2,0,608322,11361859,187.9032,0,0,8.1841,3701933
"58006","58006","Modesto, CA","CA",238629942,2023,2023,102,65,1515,550660,2023,1,0,0,4,5,0,0,0,6,2086252,36023960,1554.7313,0,0,30.8288,14029517
"58033","58033","Molalla, OR","OR",9416155,2023,2023,4,4,0,0,2023,2,0,0,1,0,0,0,0,1,24139,1398847,110.5546,0,0,2.4006,0
"58222","58222","Monmouth, IL","IL",10083691,2023,2023,6,6,0,0,2023,1,100,100,0,1,0,0,1,0,17594,842940,53.3608,0,0,3.1599,0
"58330","58330","Monroe, LA","LA",212208454,2023,2023,12,10,31,47906,2023,2,50,100,2,2,0,0,2,0,348870,5863682,436.4889,0,0,26.7627,0
"58357","58357","Monroe, MI","MI",82842443,2023,2023,22,14,153,94296,2023,1,0,0,2,2,0,0,2,0,183520,5607194,235.4954,0,0,10.1634,1121216
"58384","58384","Monroe, WI","WI",11513510,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,0,1,122999,397980,33.8562,0,0,3.4737,0
"58519","58519","Montevideo, MN","MN",7431553,2023,2023,29,29,0,0,2023,0,0,0,0,1,0,0,1,0,295665,2688604,70.6895,0,0,3.7842,0
"58600","58600","Montgomery, AL","AL",397364987,2023,2023,25,19,139,205764,2023,3,0,66.6666666666667,2,3,0,0,3,0,434581,8995933,262.429,0,0,8.9006,1912289
"58735","58735","Monticello, IL","IL",8926477,2023,2023,14,14,0,0,2023,1,0,0,0,1,0,0,1,0,46108,1246125,97.935,0,0,1.4652,0
"58762","58762","Monticello, IN","IN",16809382,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,17649,308680,58.0553,0,0,1.8409,0
"58843","58843","Monticello, NY","NY",11311144,2023,2023,11,5,0,0,2023,4,0,0,2,1,0,0,1,2,525,1281701,610.1305,0,0,10.4094,0
"58951","58951","Montrose, CO","CO",46492401,2023,2023,25,19,0,0,2023,0,0,0,1,1,0,0,2,0,392936,1955648,118.3414,0,0,3.4881,0
"59113","59113","Mora, MN","MN",6333130,2023,2023,5,5,0,0,2023,0,0,0,0,1,0,0,1,0,101747,697266,104.6632,0,0,4.2382,0
"59275","59275","Morgantown, WV","WV",97111435,2023,2023,46,46,293,105822,2023,7,85.7142857142857,85.7142857142857,2,2,1,0,3,0,384788,11721072,179.9194,566268,99096,29.4078,2890640
"59329","59329","Morris, IL","IL",26064462,2023,2023,10,10,0,0,2023,0,0,0,0,1,0,0,1,0,43362,755856,65.6752,0,0,1.3928,0
"59383","59383","Morrison, IL","IL",5379036,2023,2023,10,10,0,0,2023,0,0,0,0,2,0,0,2,0,69008,1669193,135.9752,0,0,3.6689,0
"59410","59410","Morristown, TN","TN",155023259,2023,2023,70,65,6563,1176033,0,1,0,0,1,1,0,0,2,0,1983220,11320047,111.4866,0,0,3.1558,0
"59491","59491","Moscow, ID","ID",15196308,2023,2023,5,3,0,0,2023,0,0,0,1,1,0,0,2,0,19786,944240,231.8801,0,0,19.5165,0
"59518","59518","Moses Lake, WA","WA",68830526,2023,2023,43,15,0,0,2023,4,0,0,2,4,0,0,3,1,82940,5770821,446.4593,0,0,15.4905,0
"59707","59707","Mountain Home, ID","ID",19684932,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59977","59977","Mount Morris, IL","IL",5208623,2023,2023,10,10,0,0,2023,0,0,0,0,1,0,0,1,0,43362,755856,65.6752,0,0,1.3928,0
"60463","60463","Mount Vernon, OH","OH",34537772,2023,2023,31,26,0,0,2023,1,100,100,1,1,0,0,2,0,122756,2590272,128.3432,0,0,7.6136,0
"60490","60490","Mount Vernon, WA","WA",89179208,2023,2023,73,30,760,118568,2023,3,0,33.3333333333333,2,2,0,0,4,0,715616,21910186,593.1482,0,0,16.1124,7120242
"60625","60625","Muncie, IN","IN",120843567,2023,2023,36,27,27,84832,2023,3,0,66.6666666666667,2,2,0,0,2,0,156860,7081781,247.2253,0,0,20.9844,3654917
"60733","60733","Murfreesboro, TN","TN",200415967,2023,2023,111,109,5415,1141280,2023,0,0,0,1,2,0,0,2,1,263332,8711011,189.0758,0,0,8.609,0
"60787","60787","Murray, KY","KY",30060410,2023,2023,30,27,0,0,2023,1,0,0,2,2,0,0,2,0,35215,1734830,76.3967,0,0,8.6225,0
"60814","60814","Muscatine, IA","IA",37720261,2023,2023,12,7,0,0,2023,0,0,0,1,1,0,0,2,0,134967,1071634,104.5554,0,0,9.9548,0
"60841","60841","Muskegon, MI","MI",290647474,2023,2023,23,21,1067,476438,2023,2,0,100,3,5,0,0,5,1,296084,10817527,707.1306,0,0,30.2457,0
"60868","60868","Muskogee, OK","OK",72468228,2023,2023,22,18,0,0,2023,1,0,100,2,2,0,0,2,0,56325,1423170,102.9372,0,0,3.7031,0
"60895","60895","Myrtle Beach--Socastee, SC--NC","SC",492468909,2023,2023,29,18,1244,406336,2023,1,0,100,1,1,0,0,2,0,414978,8511870,210.9599,0,0,10.9399,0
"60976","60976","Nampa, ID","ID",179752562,2023,2023,26,15,234,151487,2023,3,0,66.6666666666667,2,2,0,0,2,0,530693,3547829,272.0813,0,0,7.2369,0
"61003","61003","Nantucket, MA","MA",20844797,2023,2023,15,13,0,0,2023,3,33.3333333333333,100,2,2,0,0,0,2,614688,3645015,368.8313,0,0,10.4785,0
"61057","61057","Napa, CA","CA",66904048,2023,2023,44,19,45,138000,2023,4,0,0,3,2,0,0,0,3,752940,13888419,417.6806,0,0,13.6853,4080330
"61165","61165","Nashua, NH--MA","NH",472274042,2023,2023,14,8,250,187804,2023,3,0,33.3333333333333,2,2,0,0,0,2,250138,3626843,238.3755,0,0,12.9607,1787898
"61273","61273","Nashville-Davidson, TN","TN",1460119380,2023,2023,253,136,7505,1978890,2023,14,100,100,3,5,1,0,3,5,9258529,122384055,1657.4165,86808,3568,56.5241,42562183
"61327","61327","Natchez, MS--LA","MS",55447111,2023,2023,20,20,0,0,2023,1,0,0,0,1,0,0,1,0,37064,1438299,77.8806,0,0,1.9113,0
"61435","61435","Needles, CA--AZ","CA",26000864,2023,2023,1,1,0,0,2023,1,0,0,1,0,0,0,0,1,25381,442576,128.5064,0,0,5.5752,0
"61624","61624","Nevada, MO","MO",14424014,2023,2023,1,1,0,0,2023,0,0,0,0,1,0,0,1,0,40895,87977,20.9669,0,0,2.2729,0
"61705","61705","Newark, OH","OH",109094837,2023,2023,20,18,683,181359,2023,1,0,0,2,2,0,0,2,0,462320,3859000,144.9074,0,0,4.3391,692216
"61786","61786","New Bedford, MA","MA",142882075,2023,2023,74,50,289,308614,2023,4,50,75,2,2,0,0,0,2,1852785,23915663,283.3021,0,0,20.3967,8819684
"61840","61840","New Bern, NC","NC",112518403,2023,2023,16,15,0,0,2023,1,0,100,2,2,0,0,2,0,38440,1588440,113.7245,0,0,4.4026,0
"61894","61894","Newberry, SC","SC",23607384,2023,2023,21,21,0,0,2023,0,0,0,0,1,0,0,1,0,497362,1130114,34.9826,0,0,1.0856,0
"62137","62137","New Castle, IN","IN",33259898,2023,2023,4,4,0,0,2023,1,0,100,1,1,0,0,1,0,0,745589,100.6193,0,0,4.0092,0
"62164","62164","New Castle, PA","PA",74368710,2023,2023,51,26,60,80508,2023,3,0,0,3,1,0,0,2,1,326202,7335029,324.0458,0,0,14.3248,0
"62407","62407","New Haven, CT","CT",792184403,2023,2023,99,99,456,531314,2023,1,0,100,1,1,0,0,2,0,1393447,70876704,250.2956,0,0,20.993,33852563
"62488","62488","New Lexington, OH","OH",5068707,2023,2023,29,29,0,0,2023,0,0,0,0,1,0,0,1,0,90335,2156496,66.2396,0,0,1.5387,0
"62677","62677","New Orleans, LA","LA",651216426,2023,2023,173,98,143,440781,2023,7,42.8571428571429,100,5,4,2,2,5,4,13383706,153560130,2654.5254,771629,135309,267.5592,51605897
"62731","62731","New Philadelphia--Dover, OH","OH",58456616,2023,2023,9,9,0,0,2023,0,0,0,0,1,0,0,1,0,34502,667233,60.5475,0,0,1.5046,0
"62839","62839","Newport, OR","OR",20673396,2023,2023,13,8,0,0,2023,1,0,0,3,2,0,0,3,0,153748,2189990,251.9092,0,0,20.3675,0
"62974","62974","New Richmond, WI","WI",10627645,2023,2023,2,2,0,0,2023,0,0,0,0,1,0,0,0,1,72361,245114,34.4988,0,0,2.3177,0
