"UACE10","GEOID10","NAME10","state","report_year","uza_name","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"74341","74341","Rhinelander, WI","WI",2022,"",22685691,8,6,0,0,0,1,2,0,0,2,1,295157,1248270,132.5221,0,0,5.4563,0
"74557","74557","Richland Center, WI","WI",2022,"",7118178,3,3,0,0,0,1,2,0,0,0,0,101809,272676,30.5007,0,0,2.8481,0
"74638","74638","Richmond, IN--OH","IN",2022,"",62463783,9,6,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74638","74638","Richmond, IN--OH","KY",2022,"",62463783,29,20,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74638","74638","Richmond, IN--OH","MO",2022,"",62463783,22,22,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74665","74665","Richmond, KY","IN",2022,"",42663248,9,6,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74665","74665","Richmond, KY","KY",2022,"",42663248,29,20,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74665","74665","Richmond, KY","MO",2022,"",42663248,22,22,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74692","74692","Richmond, MI","IN",2022,"",8802304,9,6,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74692","74692","Richmond, MI","KY",2022,"",8802304,29,20,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74692","74692","Richmond, MI","MO",2022,"",8802304,22,22,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74719","74719","Richmond, MO","IN",2022,"",8947271,9,6,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74719","74719","Richmond, MO","KY",2022,"",8947271,29,20,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74719","74719","Richmond, MO","MO",2022,"",8947271,22,22,7,0,0,6,7,1,0,5,0,171356,4692218,238.6147,0,0,18.4569,0
"74746","74746","Richmond, VA","IN",2022,"",1275956808,9,6,7,0,0,10,10,1,0,9,3,2342800,70781251,790.948,0,0,89.793,43685924
"74746","74746","Richmond, VA","KY",2022,"",1275956808,29,20,7,0,0,10,10,1,0,9,3,2342800,70781251,790.948,0,0,89.793,43685924
"74746","74746","Richmond, VA","MO",2022,"",1275956808,22,22,7,0,0,10,10,1,0,9,3,2342800,70781251,790.948,0,0,89.793,43685924
"74746","74746","Richmond, VA","VA",2022,"Richmond, VA",1275956808,236,113,54,12.962962962963,50,10,10,1,0,9,3,2342800,70781251,790.948,0,0,89.793,43685924
"74827","74827","Ridgecrest, CA","CA",2022,"",46917860,5,4,2,0,0,1,1,0,0,2,0,28037,1357413,1737.8125,0,0,6.5329,0
"75097","75097","Rio Vista, CA","CA",2022,"",8207910,2,1,1,0,0,1,1,0,0,0,2,10892,541247,306.626,0,0,2.1659,0
"75286","75286","River Falls, WI","WI",2022,"",19824897,3,3,0,0,0,0,1,0,0,0,1,59007,273062,33.1627,0,0,2.5219,0
"75340","75340","Riverside--San Bernardino, CA","CA",2022,"Riverside--San Bernardino, CA",1413081737,186,99,53,5.66037735849057,43.3333333333333,8,7,1,0,4,8,13252734,158305724,1339.055,0,0,59.1236,70315716
"75367","75367","Riverton, WY","WY",2022,"",18384884,19,12,1,0,0,2,3,0,0,3,0,256534,1417278,228.0822,0,0,6.1086,0
"75421","75421","Roanoke, VA","VA",2022,"",321624793,25,25,2,0,0,1,2,0,0,2,1,1254017,12434774,221.1371,0,0,14.312,6699644
"75421","75421","Roanoke, VA","VA",2022,"Roanoke, VA",321624793,41,24,2,0,100,1,2,0,0,2,1,1254017,12434774,221.1371,0,0,14.312,6699644
"75448","75448","Roanoke Rapids, NC","VA",2022,"",42150762,25,25,2,0,0,0,1,0,0,1,0,0,1046185,57.3755,0,0,3.1208,0
"75610","75610","Rochester, IN","IN",2022,"",11139649,8,8,10,0,50,7,4,0,0,5,0,334284,7126941,477.3107,0,0,17.5693,0
"75610","75610","Rochester, IN","NY",2022,"",11139649,21,21,5,0,0,7,4,0,0,5,0,334284,7126941,477.3107,0,0,17.5693,0
"75637","75637","Rochester, MN","IN",2022,"",130662834,8,8,10,0,50,8,6,0,0,5,2,1810422,18452292,737.6444,0,0,32.1146,3488434
"75637","75637","Rochester, MN","MN",2022,"Rochester, MN",130662834,60,44,16,0,0,8,6,0,0,5,2,1810422,18452292,737.6444,0,0,32.1146,3488434
"75637","75637","Rochester, MN","NY",2022,"",130662834,21,21,5,0,0,8,6,0,0,5,2,1810422,18452292,737.6444,0,0,32.1146,3488434
"75664","75664","Rochester, NY","IN",2022,"",840116219,8,8,10,0,50,8,6,0,0,7,1,13151361,101289386,846.3949,0,0,40.2529,24599448
"75664","75664","Rochester, NY","NY",2022,"",840116219,21,21,5,0,0,8,6,0,0,7,1,13151361,101289386,846.3949,0,0,40.2529,24599448
"75664","75664","Rochester, NY","NY",2022,"Rochester, NY",840116219,240,171,18,55.5555555555556,66.6666666666667,8,6,0,0,7,1,13151361,101289386,846.3949,0,0,40.2529,24599448
"75718","75718","Rockford, IL","IL",2022,"Rockford, IL",395844187,49,25,4,0,25,2,3,0,0,3,0,976464,20233671,281.3271,0,0,12.1122,4295990
"75745","75745","Rock Hill, SC","SC",2022,"Rock Hill, SC",248237297,23,23,0,0,0,1,2,0,0,3,0,58196,2254917,179.5174,0,0,15.2561,0
"75772","75772","Rockingham--Hamlet, NC","NC",2022,"",64496392,9,9,0,0,0,0,1,0,0,1,0,37797,739137,37.7882,0,0,1.5194,0
"75880","75880","Rock Springs, WY","WY",2022,"",36384426,12,12,0,0,0,0,1,0,0,1,0,18023,494492,117.2894,0,0,3.6096,0
"75988","75988","Rocky Mount, NC","NC",2022,"Rocky Mount, NC",119066983,26,19,1,0,0,1,1,0,0,0,2,2083756,4807154,137.0405,0,0,10.1033,0
"76123","76123","Rolla, MO","ND",2022,"",27080031,5,5,1,0,0,0,1,0,0,1,0,16855,197235,36.7564,0,0,1.2052,0
"76204","76204","Rome, GA","GA",2022,"Rome, GA",123527897,12,6,6,33.3333333333333,100,2,2,0,0,2,0,231878,3077094,242.0798,0,0,11.4895,793199
"76339","76339","Roseburg, OR","OR",2022,"",49915180,18,11,1,0,100,3,2,0,0,0,3,109489,3138226,292.3265,0,0,7.1098,0
"76447","76447","Roswell, NM","NM",2022,"",69920628,7,5,1,100,100,2,2,0,0,2,0,41431,1518502,104.2412,0,0,4.7306,0
"76474","76474","Round Lake Beach--McHenry--Grayslake, IL--WI","GA",2022,"",395438073,3,3,0,0,0,0,3,0,0,1,2,42943,612449,157.9686,0,0,3.2378,0
"76474","76474","Round Lake Beach--McHenry--Grayslake, IL--WI","ND",2022,"",395438073,4,4,0,0,0,0,3,0,0,1,2,42943,612449,157.9686,0,0,3.2378,0
"76474","76474","Round Lake Beach--McHenry--Grayslake, IL--WI","WI",2022,"Round Lake Beach--McHenry--Grayslake, IL--WI",395438073,4,4,0,0,0,0,3,0,0,1,2,42943,612449,157.9686,0,0,3.2378,0
"76501","76501","Roxboro, NC","NC",2022,"",18954973,15,12,2,0,100,2,2,0,0,2,0,45707,941183,67.3541,0,0,3.2905,0
"76528","76528","Roxborough Park, CO","NC",2022,"",6438830,15,12,2,0,100,2,2,0,0,2,0,45707,941183,67.3541,0,0,3.2905,0
"76798","76798","Rushville, IN","IN",2022,"",10874864,4,4,1,100,100,0,1,0,0,1,0,9382,329722,249.9788,0,0,7.4132,0
"76852","76852","Russell, KS","KS",2022,"",5348409,2,2,0,0,0,0,1,0,0,1,0,11386,89291,43.9857,0,0,7.0384,0
"76879","76879","Russells Point, OH","KS",2022,"",13865129,2,2,0,0,0,0,1,0,0,1,0,11386,89291,43.9857,0,0,7.0384,0
"76906","76906","Russellville, AL","KS",2022,"",19762373,2,2,0,0,0,0,1,0,0,1,0,11386,89291,43.9857,0,0,7.0384,0
"76933","76933","Russellville, AR","KS",2022,"",62523592,2,2,0,0,0,0,1,0,0,1,0,11386,89291,43.9857,0,0,7.0384,0
"76960","76960","Russellville, KY","KS",2022,"",17805940,2,2,0,0,0,0,1,0,0,1,0,11386,89291,43.9857,0,0,7.0384,0
"76987","76987","Ruston, LA","LA",2022,"",61521454,7,7,0,0,0,0,1,0,0,1,0,8187,475999,60.7917,0,0,1.4897,0
"77014","77014","Rutland, VT","VT",2022,"",31801062,65,37,3,0,100,2,2,0,0,2,0,1086077,5594047,133.8689,0,0,11.0276,0
"77068","77068","Sacramento, CA","CA",2022,"Sacramento, CA",1220363301,367,204,83,7.2289156626506,55.421686746988,12,9,2,0,8,12,16977126,260177605,3652.1315,1844640,104101,99.1551,65135264
"77149","77149","Saginaw, MI","MI",2022,"Saginaw, MI",184544939,56,28,2,0,50,2,2,0,0,2,0,881410,9710929,409.7494,0,0,13.1982,3708395
"77230","77230","St. Augustine, FL","FL",2022,"St. Augustine, FL",111506358,29,20,0,0,0,1,1,0,0,2,0,159994,3378383,114.1664,0,0,5.0842,0
"77338","77338","St. Cloud, MN","MN",2022,"St. Cloud, MN",130069194,46,24,0,0,0,2,1,0,0,3,0,870425,14986887,482.3926,0,0,16.0318,2637827
"77446","77446","St. George, UT","UT",2022,"St. George, UT",116463315,10,6,1,0,0,1,1,0,0,2,0,177663,2452675,141.9136,0,0,11.3366,0
"77500","77500","St. Helena, CA","AR",2022,"",16065878,46,46,6,0,0,1,2,0,0,1,0,43799,3569716,61.1588,0,0,1.1252,0
"77662","77662","St. Johns, MI","MI",2022,"",10926372,24,24,4,0,0,0,1,0,0,1,0,108477,2800594,81.6833,0,0,1.7512,0
"77689","77689","St. Johnsbury, VT","MI",2022,"",8674473,24,24,4,0,0,0,1,0,0,1,0,108477,2800594,81.6833,0,0,1.7512,0
"77743","77743","St. Joseph, MO--KS","MO",2022,"St. Joseph, MO--KS",108167372,16,16,3,0,100,1,0,0,0,1,0,265305,5881486,90.7427,0,0,4.1098,0
"77770","77770","St. Louis, MO--IL","IL",2022,"St. Louis, MO--IL",2391270078,117,74,0,0,0,2,4,2,0,5,3,33593728,325230202,2732.4388,2903641,126736,63.6466,119508409
"77770","77770","St. Louis, MO--IL","MO",2022,"St. Louis, MO--IL",2391270078,465,321,81,2.46913580246914,38.2716049382716,2,4,2,0,5,3,33593728,325230202,2732.4388,2903641,126736,63.6466,119508409
"77770","77770","St. Louis, MO--IL","MO",2022,"St. Louis, MO-IL",2391270078,743,743,5,0,0,2,4,2,0,5,3,33593728,325230202,2732.4388,2903641,126736,63.6466,119508409
"77824","77824","St. Martinville, LA","TN",2022,"",12660340,45,45,5,0,0,0,1,0,0,1,0,92096,5619789,64.7538,0,0,1.4757,0
"78094","78094","Salem, IL","NJ",2022,"",14290377,15,15,0,0,0,1,2,0,0,0,1,0,576083,57.2306,0,0,1.4404,0
"78121","78121","Salem, IN","NJ",2022,"",10020133,15,15,0,0,0,1,2,0,0,0,1,0,576083,57.2306,0,0,1.4404,0
"78148","78148","Salem, MO","NJ",2022,"",8990145,15,15,0,0,0,1,2,0,0,0,1,0,576083,57.2306,0,0,1.4404,0
"78175","78175","Salem, NJ","NJ",2022,"",7211796,15,15,0,0,0,1,2,0,0,0,1,0,576083,57.2306,0,0,1.4404,0
"78202","78202","Salem, OH","NJ",2022,"",29979217,15,15,0,0,0,1,2,0,0,0,1,0,576083,57.2306,0,0,1.4404,0
"78229","78229","Salem, OR","NJ",2022,"",196575692,15,15,0,0,0,3,4,0,0,1,4,2592203,39612196,469.0069,0,0,23.6639,8668066
"78229","78229","Salem, OR","OR",2022,"Salem, OR",196575692,149,53,32,21.875,43.75,3,4,0,0,1,4,2592203,39612196,469.0069,0,0,23.6639,8668066
"78256","78256","Salida, CO","CO",2022,"",12694436,7,7,1,100,100,0,1,0,0,1,0,50721,463349,84.8159,0,0,2.4719,0
"78283","78283","Salina, KS","KS",2022,"",59369348,53,31,2,0,0,2,2,0,0,2,0,286021,3898631,109.4603,0,0,7.2226,0
"78310","78310","Salinas, CA","KS",2022,"",127017121,53,31,2,0,0,2,3,0,0,2,0,286021,3898631,109.4603,0,0,7.2226,0
"78364","78364","Salisbury, MD--DE","MD",2022,"Salisbury, MD--DE",183197103,32,19,4,0,0,3,3,0,0,2,0,365857,5022748,137.1929,0,0,4.6017,6076857
"78499","78499","Salt Lake City--West Valley City, UT","ND",2022,"",719578929,47,44,8,0,0,4,5,3,0,7,2,33720326,422986571,1727.5463,4027658,202455,100.1066,245491324
"78499","78499","Salt Lake City--West Valley City, UT","UT",2022,"Salt Lake City, UT",719578929,1063,425,667,5.39730134932534,32.0839580209895,4,5,3,0,7,2,33720326,422986571,1727.5463,4027658,202455,100.1066,245491324
"78553","78553","San Angelo, TX","TX",2022,"San Angelo, TX",121493096,35,27,1,0,0,2,2,0,0,2,0,106183,5364347,173.3107,0,0,8.4651,2485459
"78580","78580","San Antonio, TX","TX",2022,"San Antonio, TX",1547444342,873,498,60,15,53.3333333333333,2,5,0,0,2,2,14475052,224052242,354.4987,0,0,28.6308,122708873
"78661","78661","San Diego, CA","CA",2022,"San Diego, CA",1900940129,728,391,296,5.40540540540541,60,6,4,10,0,6,10,74611414,498419035,7907.9912,5761269,292742,337.4034,440389502
"78769","78769","Sandusky, OH","MI",2022,"",78142532,16,16,2,0,0,1,2,0,0,1,0,40380,1509424,74.3962,0,0,2.6591,0
"78823","78823","Sandy, OR","OR",2022,"",8124063,6,3,1,0,0,2,1,0,0,0,3,39935,1751792,254.6214,0,0,11.6988,0
"78850","78850","Sanford, ME","NC",2022,"",16760379,14,14,2,100,100,0,1,0,0,1,0,61475,926504,46.3948,0,0,2.2542,0
"78877","78877","Sanford, NC","NC",2022,"",74966077,14,14,2,100,100,0,1,0,0,1,0,61475,926504,46.3948,0,0,2.2542,0
"78904","78904","San Francisco--Oakland, CA","CA",2022,"San Francisco--Oakland, CA",1355894559,752,566,148,51.3513513513514,100,15,12,7,4,15,17,307651062,2569397334,13146.9949,13577553,759551,565.2809,1055495743
"78904","78904","San Francisco--Oakland, CA","MD",2022,"",1355894559,13,13,5,0,0,15,12,7,4,15,17,307651062,2569397334,13146.9949,13577553,759551,565.2809,1055495743
"78904","78904","San Francisco--Oakland, CA","NE",2022,"",1355894559,3,3,0,0,0,15,12,7,4,15,17,307651062,2569397334,13146.9949,13577553,759551,565.2809,1055495743
"79039","79039","San Jose, CA","CA",2022,"San Jose, CA",739510131,496,333,348,19.5402298850575,70.9770114942529,3,1,2,0,2,2,21998144,424438076,1472.2937,1469388,108873,36.9491,93471882
"79093","79093","San Juan, PR","PR",2022,"San Juan, PR",2245402437,370,370,23,20,100,22,20,0,2,40,6,17852385,183725143,13121.0416,613555,33164,302.5535,52934976
"79147","79147","San Luis Obispo, CA","CA",2022,"San Luis Obispo, CA",52769656,41,22,1,0,100,3,2,0,0,2,1,1596809,16675986,477.7175,0,0,30.2963,8672058
"79201","79201","San Marcos, TX","TX",2022,"San Marcos, TX",68789449,38,38,1,0,0,4,2,0,0,0,4,56336,6487607,320.6656,0,0,45.0094,4840156
"79282","79282","Santa Barbara, CA","CA",2022,"Santa Barbara, CA",144629173,80,80,5,66.6666666666667,100,2,1,0,0,2,1,6290999,29872195,563.1273,0,0,39.3645,16692021
"79309","79309","Santa Clarita, CA","CA",2022,"Santa Clarita, CA",198801340,88,44,9,0,44.4444444444444,4,2,0,0,0,3,1447490,25192908,472.4494,0,0,25.3328,11948303
"79336","79336","Santa Cruz, CA","CA",2022,"Santa Cruz, CA",151033577,86,51,10,10,70,4,2,0,0,3,0,8247748,50108301,678.3417,0,0,26.6644,15672325
"79363","79363","Santa Fe, NM","NM",2022,"Santa Fe, NM",137815959,29,18,8,0,100,2,2,0,0,4,0,223964,12553644,417.465,0,0,11.4893,877842
"79417","79417","Santa Maria, CA","CA",2022,"Santa Maria, CA",75467933,25,20,2,0,0,2,2,0,0,0,2,617635,5836069,199.4626,0,0,10.4165,1436270
"79498","79498","Santa Rosa, CA","CA",2022,"Santa Rosa, CA",253830715,45,30,23,0,55.5555555555556,5,4,1,0,2,4,2987676,57696616,1850.4972,340593,11960,41.8398,14897895
"79768","79768","Savannah, GA","GA",2022,"Savannah, GA",430519775,62,35,23,0,8.69565217391304,2,3,0,1,3,1,3709488,24236202,419.3535,0,0,115.7071,5673080
"79957","79957","Schuyler, NE","NE",2022,"",6575865,1,1,0,0,0,0,1,0,0,1,0,3980,52970,37.917,0,0,2.9263,0
"80092","80092","Scottsboro, AL","AL",2022,"",28818592,8,8,0,0,0,0,1,0,0,1,0,25283,494287,92.7194,0,0,2.7522,0
"80227","80227","Scranton, PA","PA",2022,"Scranton, PA",442751975,72,32,5,0,20,4,4,0,0,4,2,2127168,28219647,511.7265,0,0,23.654,6313024
"80362","80362","Seaside--Monterey, CA","CA",2022,"Seaside--Monterey--Pacific Grove, CA",100210465,88,43,32,12.5,68.75,3,2,0,0,1,2,3291842,42983984,412.2788,0,0,17.9836,9359393
"80389","80389","Seattle, WA","WA",2022,"Seattle--Tacoma, WA",2615016464,2029,793,890,80,100,12,11,6,3,20,9,204351069,1811410970,13097.2834,2851142,176803,696.5236,752767694
"80400","80400","Sebastian--Vero Beach South--Florida Ridge, FL","ND",2022,"",250331278,4,4,0,0,0,1,3,0,0,1,0,17465,159388,54.7725,0,0,0.7711,0
"80416","80416","Sebring--Avon Park, FL","CO",2022,"",119521320,7,7,2,0,0,1,0,0,0,1,0,0,1461179,116.3266,0,0,36.6029,0
"80671","80671","Seneca, SC","KS",2022,"",85988797,7,7,0,0,0,1,1,0,0,1,0,67124,418626,100.2937,0,0,4.5184,0
"80794","80794","Seymour, IN","IN",2022,"",35077010,3,3,1,0,0,0,1,0,0,1,0,48060,375441,51.1779,0,0,4.0575,0
"80929","80929","Shafter, CA","CA",2022,"",9949746,2,2,0,0,0,0,1,0,0,1,0,22474,339578,210.0049,0,0,9.2022,0
"80985","80985","Shamokin--Mount Carmel, PA","PA",2022,"",21239422,3,3,0,0,0,2,1,0,0,0,1,18775,318559,66.7139,0,0,4.1958,0
"81064","81064","Shawano, WI","WI",2022,"",16432181,5,5,0,0,0,0,1,0,0,0,1,190598,338324,28.4808,0,0,2.7114,0
"81091","81091","Shawnee, OK","OK",2022,"",57335405,12,12,0,0,0,0,1,0,0,1,0,24707,402940,27.7583,0,0,0.9557,0
"81118","81118","Sheboygan, WI","WI",2022,"Sheboygan, WI",86761946,20,15,2,50,100,2,2,0,0,2,0,508710,4112908,170.7366,0,0,15.7426,0
"81172","81172","Shelby, MT","MT",2022,"",3732002,7,7,7,0,0,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81172","81172","Shelby, MT","NC",2022,"",3732002,18,16,7,0,100,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81199","81199","Shelby, NC","MT",2022,"",75516648,7,7,7,0,0,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81199","81199","Shelby, NC","NC",2022,"",75516648,18,16,7,0,100,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81226","81226","Shelby, OH","MT",2022,"",13064058,7,7,7,0,0,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81226","81226","Shelby, OH","NC",2022,"",13064058,18,16,7,0,100,3,2,0,0,3,0,3519,1924367,193.2898,0,0,6.9983,0
"81253","81253","Shelbyville, IL","IL",2022,"",7706275,29,29,4,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81253","81253","Shelbyville, IL","IN",2022,"",7706275,4,4,0,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81253","81253","Shelbyville, IL","MT",2022,"",7706275,7,7,7,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81253","81253","Shelbyville, IL","NC",2022,"",7706275,18,16,7,0,100,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81280","81280","Shelbyville, IN","IL",2022,"",27183321,29,29,4,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81280","81280","Shelbyville, IN","IN",2022,"",27183321,4,4,0,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81280","81280","Shelbyville, IN","MT",2022,"",27183321,7,7,7,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81280","81280","Shelbyville, IN","NC",2022,"",27183321,18,16,7,0,100,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81307","81307","Shelbyville, KY","IL",2022,"",35561574,29,29,4,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81307","81307","Shelbyville, KY","IN",2022,"",35561574,4,4,0,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81307","81307","Shelbyville, KY","MT",2022,"",35561574,7,7,7,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81307","81307","Shelbyville, KY","NC",2022,"",35561574,18,16,7,0,100,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81334","81334","Shelbyville, TN","IL",2022,"",34934426,29,29,4,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81334","81334","Shelbyville, TN","IN",2022,"",34934426,4,4,0,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81334","81334","Shelbyville, TN","MT",2022,"",34934426,7,7,7,0,0,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81334","81334","Shelbyville, TN","NC",2022,"",34934426,18,16,7,0,100,3,4,0,0,5,0,69263,3718731,294.8152,0,0,10.2954,0
"81415","81415","Shelton, WA","WA",2022,"",47234492,28,16,6,0,66.6666666666667,2,2,0,0,2,0,125100,7534438,427.175,0,0,11.4625,0
"81550","81550","Sheridan, IN","WY",2022,"",3868490,13,10,2,0,0,2,3,0,0,2,0,58550,936320,88.824,0,0,5.3781,0
"81604","81604","Sheridan, WY","WY",2022,"",33890012,13,10,2,0,0,2,3,0,0,2,0,58550,936320,88.824,0,0,5.3781,0
"81631","81631","Sherman, TX","TX",2022,"Sherman--Denison, TX",93120905,14,14,2,0,0,0,1,0,0,0,1,40370,2683002,140.7513,0,0,1.7434,383206
"81739","81739","Shreveport, LA","LA",2022,"Shreveport, LA",479259554,53,35,11,9.09090909090909,27.2727272727273,2,2,0,0,2,0,6067,15335437,163.221,0,0,21.56,15977632
"81793","81793","Sidney, MT","MT",2022,"",10275722,9,9,8,50,50,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81793","81793","Sidney, MT","NE",2022,"",10275722,2,2,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81793","81793","Sidney, MT","OH",2022,"",10275722,11,11,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81820","81820","Sidney, NE","MT",2022,"",8216317,9,9,8,50,50,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81820","81820","Sidney, NE","NE",2022,"",8216317,2,2,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81820","81820","Sidney, NE","OH",2022,"",8216317,11,11,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81847","81847","Sidney, NY","MT",2022,"",9943388,9,9,8,50,50,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81847","81847","Sidney, NY","NE",2022,"",9943388,2,2,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81847","81847","Sidney, NY","OH",2022,"",9943388,11,11,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81874","81874","Sidney, OH","MT",2022,"",29559958,9,9,8,50,50,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81874","81874","Sidney, OH","NE",2022,"",29559958,2,2,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81874","81874","Sidney, OH","OH",2022,"",29559958,11,11,4,0,0,1,4,0,0,3,0,68904,1406501,214.4701,0,0,8.9768,0
"81901","81901","Sierra Vista, AZ","AZ",2022,"Sierra Vista, AZ",78376161,7,5,1,0,0,2,2,0,0,2,0,56860,863553,279.8008,0,0,12.0012,0
"81928","81928","Sikeston, MO","MO",2022,"",21264912,7,7,0,0,0,0,1,0,0,1,0,0,381850,63.0324,0,0,2.7641,0
"82036","82036","Silver City, NM","NM",2022,"",26324073,11,7,0,0,0,1,1,0,0,2,0,1109,968524,118.2833,0,0,7.5411,0
"82117","82117","Silverton, OR","OR",2022,"",10035806,3,3,1,0,0,0,1,0,0,1,0,1895,84652,49.7953,0,0,2.3353,0
"82144","82144","Simi Valley, CA","CA",2022,"Simi Valley, CA",81482793,17,11,2,0,0,2,2,0,0,2,0,173160,6437578,425.5802,0,0,9.1701,0
"82225","82225","Sioux City, IA--NE--SD","IA",2022,"",140910037,31,31,0,0,0,2,3,0,0,2,1,1565542,8250326,305.7029,0,0,19.719,2897943
"82225","82225","Sioux City, IA--NE--SD","IA",2022,"Sioux City, IA--NE--SD",140910037,25,17,3,66.6666666666667,66.6666666666667,2,3,0,0,2,1,1565542,8250326,305.7029,0,0,19.719,2897943
"82252","82252","Sioux Falls, SD","SD",2022,"Sioux Falls, SD",166344676,31,16,3,0,33.3333333333333,2,3,0,0,3,0,926541,10456379,298.9274,0,0,14.4718,1769126
"82468","82468","Slidell, LA","LA",2022,"Slidell, LA",151070900,26,26,9,0,11.1111111111111,0,1,0,0,0,1,14018,2132330,83.9335,0,0,1.7247,0
"82738","82738","Socorro, NM","NM",2022,"",15985471,3,3,1,0,0,0,1,0,0,1,0,6145,231145,70.7731,0,0,2.3426,0
"82873","82873","Solvang--Buellton--Santa Ynez, CA","CA",2022,"",19749785,5,3,0,0,0,1,1,0,0,0,2,48775,964808,146.7852,0,0,4.5718,0
"82900","82900","Somerset, KY","PA",2022,"",89463157,16,16,0,0,0,0,1,0,0,0,1,382419,479391,55.7496,0,0,3.0115,0
"82927","82927","Somerset, PA","PA",2022,"",20267796,16,16,0,0,0,0,1,0,0,0,1,382419,479391,55.7496,0,0,3.0115,0
"83073","83073","Sonora--Jamestown--Phoenix Lake, CA","CA",2022,"",80808346,12,8,1,0,0,1,2,1,0,1,2,112032,3211466,324.8802,0,0,11.2959,0
"83073","83073","Sonora--Jamestown--Phoenix Lake, CA","ND",2022,"",80808346,8,8,4,0,0,1,2,1,0,1,2,112032,3211466,324.8802,0,0,11.2959,0
"83116","83116","South Bend, IN--MI","IN",2022,"South Bend, IN--MI",417024010,56,42,4,0,25,5,5,0,0,4,0,1157517,12052894,320.6793,0,0,22.3518,4381398
"83116","83116","South Bend, IN--MI","MI",2022,"South Bend, IN--MI",417024010,6,5,0,0,0,5,5,0,0,4,0,1157517,12052894,320.6793,0,0,22.3518,4381398
"83278","83278","South Hill, VA","VA",2022,"",12525916,2,2,0,0,0,0,1,0,0,1,0,18024,162010,30.0575,0,0,2.185,0
"83332","83332","South Lyon--Howell, MI","MI",2022,"South Lyon--Hamburg--Genoa, MI",265933290,28,28,1,0,100,0,1,0,0,1,0,320404,4248126,103.5169,0,0,2.8968,0
