"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"est_avg_inst_staff_salary"|"no_reported_inst_staff"
"010030103001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|5800|83|0|190|11240738|59161.7789473684|0
"010030107041"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|14220|14220|16065|16065|NA|35|9|12|799154|66596.1666666667|0
"010030107051"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|14220|14220|16065|16065|NA|35|9|12|799154|66596.1666666667|0
"010030114033"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|5040|5040|4950|4950|NA|370|147|268|13926352|51964|0
"010030115021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010030115022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010030116014"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|5040|5040|4950|4950|NA|370|147|268|13926352|51964|0
"010150021011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|9000|18000|8904|17808|7128|573|225|630|40464360|64229.1428571429|0
"010150021012"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|9000|18000|8904|17808|7128|573|225|630|40464360|64229.1428571429|0
"010259579023"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010310113002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|73|32|100|5812510|58125.1|0
"010330207041"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|119|43|150|7745826|51638.84|0
"010359605001"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|3510|7020|NA|NA|NA|26|7|38|2046986|53868.0526315789|0
"010399620001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|67|33|112|5530928|49383.2857142857|0
"010439654012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|4600|166|65|252|13555284|53790.8095238095|0
"010450214003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|131|48|260|13686222|52639.3153846154|0
"010479561004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|91|38|114|5079682|44558.6140350877|0
"010479564001"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|9920|9920|NA|NA|5700|73|6|42|2354000|56047.619047619|0
"010479568001"|0|1|1|1|0|0|0|1|1|1|0|0|1|0|0|5491|5491|3000|3000|5000|39|12|16|600400|37525|0
"010510309011"|0|1|0|0|0|0|0|0|0|1|1|0|1|0|0|4212|4212|NA|NA|NA|79|20|78|4358926|55883.6666666667|0
"010539699002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|5600|37|12|68|3651882|53704.1470588235|0
"010550016003"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|3600|212|87|294|16032558|54532.5102040816|0
"010690415003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010690416001"|0|0|1|0|0|1|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010719511003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|67|34|114|6823044|59851.2631578947|0
"010730027001"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|8040|18368|7588|17294|11682|3164|730|1720|189812380|110356.034883721|0
"010730030011"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|33200|33200|NA|NA|11920|201|90|190|12368436|65097.0315789474|0
"010730037001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730045001"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|8040|18368|7588|17294|11682|3164|730|1720|189812380|110356.034883721|0
"010730051043"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12560|12560|10560|10560|NA|18|3|24|1266098|52754.0833333333|0
"010730058001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|14382|14382|13440|13440|NA|143|70|108|4367506|40439.8703703704|0
"010730106022"|0|1|0|1|0|0|0|1|1|1|0|0|0|1|0|10632|10632|NA|NA|7042|169|76|162|7719940|47653.950617284|0
"010730106025"|0|1|0|1|0|0|0|1|1|1|0|0|0|1|0|10632|10632|NA|NA|7042|169|76|162|7719940|47653.950617284|0
"010730107041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|28552|28552|18530|18530|9830|641|327|704|60500848|85938.7045454545|0
"010730107042"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|28552|28552|18530|18530|9830|641|327|704|60500848|85938.7045454545|0
"010730107062"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|11592|11592|NA|NA|NA|10|1|8|456118|57014.75|0
"010730112091"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|188|86|290|16989630|58584.9310344828|0
"010730117032"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730117034"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730128031"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|14040|14040|14325|14325|NA|11|2|10|588732|58873.2|0
"010730128032"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|14040|14040|14325|14325|NA|11|2|10|588732|58873.2|0
"010730131004"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|4760|143|67|172|9235202|53693.0348837209|0
"010730132001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730142041"|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010730143021"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|12736|12736|NA|NA|NA|17|1|20|1116460|55823|0
"010730144091"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010770101001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|6336|12672|5598|11196|7284|439|139|504|33372222|66214.7261904762|0
"010770101002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|6336|12672|5598|11196|7284|439|139|504|33372222|66214.7261904762|0
"010770115011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|8952|8952|3762|3762|4140|22|3|8|478150|59768.75|0
"010770115014"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|8952|8952|3762|3762|4140|22|3|8|478150|59768.75|0
"010810407002"|0|1|1|0|0|1|0|1|1|1|0|0|0|0|1|9072|27216|9072|27216|12898|3777|1289|2524|245657906|97328.8058637084|0
"010830207001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|5730|11460|5850|5850|NA|145|55|162|12850996|79327.1358024691|0
"010830211001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|213|105|284|16166420|56924.014084507|0
"010830211004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|213|105|284|16166420|56924.014084507|0
"010872317001"|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|18560|18560|18560|18560|9320|383|128|526|25666400|48795.4372623574|0
"010890002021"|0|2|1|2|0|0|0|2|2|2|1|0|1|1|0|11640|23280|NA|NA|NA|576|291|572|35241152|116440.89453125|0
"010890014023"|0|2|0|0|0|0|0|2|2|0|0|2|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890015003"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|8996|19766|9834|21830|9603|976|253|654|58083328|88812.4281345566|0
"010890024002"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890024003"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890025012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|14382|14382|NA|NA|NA|33|14|28|1024796|36599.8571428571|0
"010890028011"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890028013"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890028021"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890028022"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890030001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|4200|4200|4230|4230|NA|6|1|0|0|NA|0
"010890106222"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|15714|15714|12888|12888|9700|214|57|200|10571558|52857.79|0
"010890110211"|0|2|0|0|0|0|0|2|2|0|0|1|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890111001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890112001"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890112002"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010890112004"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010950308013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010950311003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|3187|62|27|76|4921032|64750.4210526316|0
"010970004012"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7200|NA|NA|NA|122|60|164|8501214|51836.6707317073|0
"010970021001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|17300|17300|NA|NA|NA|0|0|0|0|NA|0
"010970029002"|0|2|0|0|0|0|0|2|2|0|0|1|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010970029003"|0|2|0|0|0|0|0|2|2|0|0|1|2|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"010970032041"|0|2|0|0|0|0|0|2|2|2|2|0|2|0|0|29804|29804|NA|NA|NA|61|22|78|3345458|86861.5|0
"010970032042"|0|2|0|0|0|0|0|2|2|2|2|0|2|0|0|29804|29804|NA|NA|NA|61|22|78|3345458|86861.5|0
"010970033021"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|33634|33634|8820|8820|12690|208|72|176|10445030|59346.7613636364|0
"010970036051"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|7248|14496|7326|14652|7340|1162|327|1180|86962284|73696.8508474576|0
"010970037031"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|15290|15290|NA|NA|NA|20|2|6|222560|37093.3333333333|0
"010970061051"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|20200|20200|9180|9180|9600|124|68|150|7107214|47381.4266666667|0
"010990759004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|83|26|78|4208938|53960.7435897436|0
"011010010002"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|66|25|104|5084864|48892.9230769231|0
"011010014002"|0|1|0|0|0|0|0|1|1|1|0|0|0|1|0|23237|23237|NA|NA|9100|141|55|92|5477368|59536.6086956522|0
"011010015003"|0|1|1|1|0|0|0|1|1|1|0|0|0|1|0|6936|13872|6174|12348|5422|576|205|498|37451598|75204.0120481928|0
"011010017001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"011010026004"|0|2|1|0|0|0|0|2|2|2|1|0|1|1|0|34884|34884|NA|NA|NA|186|95|264|15762788|116857.083333333|0
"011010028003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"011010054023"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|16564|16564|NA|NA|NA|8|1|24|1364768|56865.3333333333|0
"011010054032"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|14382|14382|NA|NA|NA|30|12|30|1319936|43997.8666666667|0
"011010054033"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|14382|14382|NA|NA|NA|30|12|30|1319936|43997.8666666667|0
"011010054071"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|17880|28950|18432|26838|NA|383|122|496|32892790|115568.813657407|0
"011010054072"|0|2|2|0|0|0|0|2|2|2|0|0|1|1|0|17880|28950|18432|26838|NA|383|122|496|32892790|115568.813657407|0
"011010054083"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|9450|9450|NA|NA|NA|2|2|0|0|NA|0
"011010054104"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|17210|17210|17708|17708|NA|35|5|18|1055578|58643.2222222222|0
"011056870002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|16248|16248|NA|NA|9978|65|12|56|3172910|56659.1071428571|0
"011056870004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|6000|12000|NA|NA|4950|84|20|42|2295814|54662.2380952381|0
"011091891004"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|7224|14448|7146|14292|6528|983|471|964|63590104|65964.8381742739|0
"011110006002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|4400|108|55|180|9987182|55484.3444444444|0
"011130306002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|51|23|80|4352240|54403|0
"011170303051"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|11340|11340|NA|NA|4975|18|1|16|731018|45688.625|0
"011170303053"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|11340|11340|NA|NA|4975|18|1|16|731018|45688.625|0
"011170303301"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12221|12221|14880|14880|NA|2|0|0|0|NA|0
"011170303303"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|12221|12221|14880|14880|NA|2|0|0|0|NA|0
"011170304071"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|11370|23640|9936|20592|8980|341|146|298|20146126|67604.4496644295|0
"011190113005"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|7286|14572|6390|12780|7122|303|117|246|14734938|59898.1219512195|0
"011210107001"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|11192|11192|NA|NA|6504|91|25|88|4492922|51055.9318181818|0
"011239623004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|70|27|102|5578644|54692.5882352941|0
"011250102023"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"011250112001"|0|2|2|0|0|0|0|2|2|1|0|0|0|0|1|NA|NA|NA|NA|NA|4318|1378|2756|252425560|NA|0
"011250117012"|0|1|0|1|0|0|0|1|1|1|0|0|1|0|0|9548|9548|NA|NA|7394|89|32|94|4756144|50597.2765957447|0
"011250125021"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|174|74|190|10492930|55225.9473684211|0
"011250125022"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|174|74|190|10492930|55225.9473684211|0
"011250125023"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|174|74|190|10492930|55225.9473684211|0
"011250125032"|0|1|0|1|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|NA|174|74|190|10492930|55225.9473684211|0
"011270203002"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|3300|166|66|238|13276696|55784.4369747899|0
"011270203004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3510|7020|NA|NA|3300|166|66|238|13276696|55784.4369747899|0
"020200015004"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|27|17|14|746324|53308.8571428571|0
"020200015005"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|27|17|14|746324|53308.8571428571|0
"020200016021"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|25836|39528|21468|31654|18128|999|339|1332|83208046|115691.118674429|0
"020200018022"|0|2|2|0|0|0|0|2|2|2|0|0|1|0|1|25836|39528|21468|31654|18128|999|339|1332|83208046|115691.118674429|0
"020900013005"|0|2|2|0|0|0|0|2|2|1|0|0|0|1|0|NA|NA|NA|NA|NA|2033|329|926|60716512|NA|0
"021100001002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|5936|19628|9324|19047|9200|181|55|256|15070104|58867.59375|0
"021220006006"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|7500|7500|NA|NA|10500|9|1|4|226284|56571|0
"021220007002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|7500|7500|NA|NA|10500|9|1|4|226284|56571|0
"021220013001"|0|1|0|0|0|0|0|1|1|0|0|1|0|1|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"021220013002"|0|1|0|0|0|0|0|1|1|0|0|1|0|1|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"021700012012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|9000|9000|NA|NA|5700|4|0|4|129834|32458.5|0
"021850001001"|0|1|0|0|0|0|1|1|1|1|1|0|1|0|0|3480|3480|NA|NA|13000|59|16|26|2119652|81525.0769230769|0
"021850001002"|0|1|0|0|0|0|1|1|1|1|1|0|1|0|0|3480|3480|NA|NA|13000|59|16|26|2119652|81525.0769230769|0
"040019441004"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|660|660|NA|NA|4940|188|56|172|8375190|48692.9651162791|0
"040019441005"|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|660|660|NA|NA|4940|188|56|172|8375190|48692.9651162791|0
"040030005001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1896|6000|NA|NA|5480|269|97|198|11633494|58755.0202020202|0
"040030005004"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1896|6000|NA|NA|5480|269|97|198|11633494|58755.0202020202|0
"040030006001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1896|6000|NA|NA|5480|269|97|198|11633494|58755.0202020202|0
"040030014013"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|8297|30759|11028|31124|NA|55|10|50|3440000|68800|0
"040030017021"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|8297|30759|11028|31124|NA|55|10|50|3440000|68800|0
"040050003004"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040050004003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040050009001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|3060|10710|NA|NA|NA|103|36|68|4075102|59927.9705882353|0
"040050010001"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|8698|15264|8956|17781|9872|1978|444|2162|160306382|74147.262719704|0
"040050011023"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|18021|18021|NA|NA|NA|13|0|6|342144|57024|0
"040099612011"|0|2|0|0|0|0|0|2|2|1|1|1|1|1|0|NA|NA|NA|NA|NA|150|52|194|14274562|NA|0
"040099612012"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2400|9360|NA|NA|6280|150|52|194|14274562|73580.2164948454|0
"040099617002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130610211"|0|2|0|0|0|0|0|2|2|1|1|1|1|1|0|NA|NA|NA|NA|NA|164|86|196|15653328|NA|0
"040130715142"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|10592|10592|14520|14520|NA|2|0|0|0|NA|0
"040130715151"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|10592|10592|14520|14520|NA|2|0|0|0|NA|0
"040130719153"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2064|7848|NA|NA|NA|314|168|536|44726434|83444.8395522388|0
"040130820171"|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130820242"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130820271"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|NA|NA|NA|NA|NA|79|4|136|8178940|60139.2647058823|0
"040130830002"|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040130923051"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2064|7848|NA|NA|NA|314|168|536|44726434|83444.8395522388|0
"040130923091"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|15499|15499|NA|NA|NA|33|21|26|1025828|39454.9230769231|0
"040130930013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131032072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131040002"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|11592|11592|NA|NA|NA|12|2|6|450000|75000|0
"040131042052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131042054"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|18021|18021|NA|NA|NA|25|4|16|956544|59784|0
"040131042072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131042172"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|37100|37100|NA|103|22|44|7032718|159834.5|0
"040131042191"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|9200|24495|10810|21132|10754|354|108|510|39985640|78403.2156862745|0
"040131042241"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|9200|24495|10810|21132|10754|354|108|510|39985640|78403.2156862745|0
"040131044021"|0|3|1|0|0|0|0|3|3|2|1|0|3|0|0|NA|NA|NA|NA|NA|39|15|18|1245840|NA|0
"040131045023"|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131048022"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|22986|22986|NA|NA|9548|72|29|28|1685082|60181.5|0
"040131055011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|NA|NA|NA|NA|NA|49|4|66|4366862|66164.5757575758|0
"040131055012"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|24|1|24|1108140|46172.5|0
"040131055022"|0|6|3|0|0|0|0|6|6|6|1|0|5|1|0|NA|NA|NA|NA|NA|419|20|290|19750294|447292.526362384|0
"040131065012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|7800|7800|5850|5850|NA|26|0|10|908572|90857.2|0
"040131069001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131072011"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|16385|16385|9783|9783|8550|3500|1591|706|47729790|67605.9348441926|0
"040131072021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131075002"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|15500|15500|NA|13|6|2|93600|46800|0
"040131097023"|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131104002"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|2064|7848|NA|NA|NA|226|122|306|25017038|81755.0261437908|0
"040131110003"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|8640|8640|NA|19|2|12|820898|68408.1666666667|0
"040131118002"|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|NA|NA|NA|NA|NA|31|11|0|0|NA|0
"040131125121"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131129002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131131002"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|9684|25784|10810|23480|13310|803|292|996|83147448|83481.3734939759|0
"040131133002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|12611|12611|NA|NA|NA|15|3|22|1419120|64505.4545454545|0
"040131138011"|0|2|0|0|0|0|0|2|2|2|2|0|1|1|0|NA|NA|NA|NA|NA|213|108|262|19741556|127017.833646617|0
"040131138021"|0|5|2|0|0|0|0|5|5|4|2|0|1|1|2|NA|NA|NA|NA|NA|5300|2375|638|39086592|NA|0
"040131141001"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|18|6|32|3441302|107540.6875|0
"040131152003"|0|5|2|0|0|0|0|5|5|4|2|0|1|1|2|NA|NA|NA|NA|NA|5300|2375|638|39086592|NA|0
"040131163003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|2064|7848|NA|NA|NA|131|58|120|9836650|81972.0833333333|0
"040131167083"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131172001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040131172002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040132168061"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|7500|7500|NA|NA|NA|39|2|20|401976|20098.8|0
"040132168092"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040132168184"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"040132168491"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|40500|40500|NA|8|3|8|187200|23400|0
